num,utt,날씨 묻기,관광지 추천,숙소 추천,맛집 추천,인사,소개,활동 추천,카페 추천
61,하귀 호텔 어디가 괜찮니?,0,0,1,0,0,0,0,0
62,제주공항 근처 한달살기 호텔 어디가 좋을까?,0,0,1,0,0,0,0,0
63,제주공항 근처 호텔 추천,0,0,1,0,0,0,0,0
64,애월 분위기 좋은 게스트하우스 어디가 괜찮니?,0,0,1,0,0,0,0,0
65,제주공항 괜찮은 독채펜션 어디에 있어?,0,0,1,0,0,0,0,0
66,가족끼리 갈만한 풀빌라 알려줘.,0,0,1,0,0,0,0,0
67,제주 가족끼리 갈만한 펜션 추천해줘.,0,0,1,0,0,0,0,0
68,"독채 추천해줘, 서귀포 바다뷰.",0,0,1,0,0,0,0,0
69,우도 가족끼리 갈만한 머무를 곳 어디가 좋을까?,0,0,1,0,0,0,0,0
70,제주공항 저 분위기 좋은 모텔 어디가 좋을까?,0,0,1,0,0,0,0,0
71,제주공항 바다 보이는 독채 알려줘.,0,0,1,0,0,0,0,0
72,"게스트하우스 알려줄래, 서귀포 한달살기 저?",0,0,1,0,0,0,0,0
73,제주 감성 잘 저 곳 어디가 괜찮니?,0,0,1,0,0,0,0,0
74,우도 바다 보이는 모텔 추천 좀 어,0,0,1,0,0,0,0,0
75,성산일출봉 근처 가족끼리 갈만한 펜션 알려줄래?,0,0,1,0,0,0,0,0
76,제주공항 가족끼리 갈만한 그 머무를 곳 어디가 좋을까?,0,0,1,0,0,0,0,0
77,서귀포 잘 곳 추천해줘.,0,0,1,0,0,0,0,0
78,성산일출봉 근처 바다뷰 풀빌라,0,0,1,0,0,0,0,0
79,제주 동부 괜찮은 펜션 좀 추천해줘.,0,0,1,0,0,0,0,0
80,제주공항 괜찮은 모텔 어디가 괜찮니?,0,0,1,0,0,0,0,0
81,제주 서부 마당 있는 호텔 어디가 예뻐?,0,0,1,0,0,0,0,0
82,성산일출봉 근처 분위기 좋은 잘 곳 추천해줘.,0,0,1,0,0,0,0,0
83,제주 마당 있는 펜션,0,0,1,0,0,0,0,0
84,애월 바다뷰 머무를 곳 알려줄래?,0,0,1,0,0,0,0,0
85,제주 동부 가족끼리 갈만한 펜션 어디가 좋니?,0,0,1,0,0,0,0,0
86,제주 동부 마당 있는 호텔 추천,0,0,1,0,0,0,0,0
87,제주 동부 편안한 펜션 어디가 예뻐?,0,0,1,0,0,0,0,0
88,"추천해줘, 제주 바다뷰 모텔.",0,0,1,0,0,0,0,0
89,서귀포 분위기 좋은 풀빌라 어디가 좋아?,0,0,1,0,0,0,0,0
90,애월 감성 독채펜션 어디가 예뻐?,0,0,1,0,0,0,0,0
91,제주 가족끼리 갈만한 게스트하우스 어디가 좋을까? 어,0,0,1,0,0,0,0,0
92,제주 바다 보이는 풀빌라 좀 추천해줘.,0,0,1,0,0,0,0,0
93,애월 가족끼리 갈만한 풀빌라 어디가 예뻐?,0,0,1,0,0,0,0,0
94,제주공항 근처 바다 보이는 게스트하우스 어디가 괜찮니?,0,0,1,0,0,0,0,0
95,성산일출봉 근처 분위기 좋은 독채펜션 좀 추천해줘.,0,0,1,0,0,0,0,0
96,서귀포 오션뷰 독채 어디가 괜찮아?,0,0,1,0,0,0,0,0
97,하귀 분위기 좋은 호텔 좀 추천해줘.,0,0,1,0,0,0,0,0
98,하귀 감성 풀빌라 좀 추천해줘.,0,0,1,0,0,0,0,0
99,제주 서부 바다뷰 모텔 어디에 있어?,0,0,1,0,0,0,0,0
100,제주공항 근처 바다뷰 풀빌라 어디가 예뻐?,0,0,1,0,0,0,0,0
101,제주 동부 바다 음 보이는 독채펜션 어디가 괜찮니?,0,0,1,0,0,0,0,0
102,우도 독채펜션 좀 추천해줘.,0,0,1,0,0,0,0,0
103,애월 바다뷰 잘 곳 추천,0,0,1,0,0,0,0,0
104,제주 괜찮은 머무를 곳 추천해줘.,0,0,1,0,0,0,0,0
105,제주 동부 바다 보이는 잘 곳 알려줘.,0,0,1,0,0,0,0,0
106,제주 서부 편안한 호텔 어디가 좋니?,0,0,1,0,0,0,0,0
107,제주공항 근처 오션뷰 모텔 알려줘.,0,0,1,0,0,0,0,0
108,서귀포 편안한 게스트하우스 어디가 예뻐?,0,0,1,0,0,0,0,0
109,제주공항 어 바다뷰 잘 곳 어디가 괜찮니?,0,0,1,0,0,0,0,0
110,제주 편안한 풀빌라 어디가 예뻐?,0,0,1,0,0,0,0,0
111,제주공항 근처 바다뷰 모텔,0,0,1,0,0,0,0,0
112,우도 가족끼리 갈만한 모텔 알려줘.,0,0,1,0,0,0,0,0
113,성산일출봉 근처 펜션 알려줄래?,0,0,1,0,0,0,0,0
114,제주공항 분위기 좋은 독채펜션 어디에 있어?,0,0,1,0,0,0,0,0
115,게스트하우스 우도 바다뷰,0,0,1,0,0,0,0,0
116,제주 서부 한달살기 호텔 어디에 있어?,0,0,1,0,0,0,0,0
117,제주공항 바다 보이는 풀빌라 어디가 예뻐?,0,0,1,0,0,0,0,0
118,서귀포 바다 보이는 호텔 알려줄래?,0,0,1,0,0,0,0,0
119,제주 동부 바다 보이는 독채 추천 좀,0,0,1,0,0,0,0,0
120,제주 동부 분위기 좋은 호텔,0,0,1,0,0,0,0,0
121,제주 호텔 어디가 괜찮아?,0,0,1,0,0,0,0,0
122,오션뷰 흠 잘 곳 추천해줘.,0,0,1,0,0,0,0,0
123,애월 바다뷰 독채 어디에 있어?,0,0,1,0,0,0,0,0
124,제주 서부 마당 있는 머무를 곳,0,0,1,0,0,0,0,0
125,성산일출봉 근처 바다 보이는 호텔 어디에 있어?,0,0,1,0,0,0,0,0
126,독채 제주 편안한,0,0,1,0,0,0,0,0
127,하귀 마당 있는 게스트하우스 추천해줘.,0,0,1,0,0,0,0,0
128,제주 마당 있는 독채펜션 어디에 있어?,0,0,1,0,0,0,0,0
129,제주 서부 한달살기 잘 곳 어디가 좋니?,0,0,1,0,0,0,0,0
130,"알려줘, 바다뷰 호텔.",0,0,1,0,0,0,0,0
131,제주공항 한달살기 독채 어디가 좋아?,0,0,1,0,0,0,0,0
132,"알려줄래, 애월 한달살기 풀빌라?",0,0,1,0,0,0,0,0
133,우도 감성 독채 어디가 괜찮아?,0,0,1,0,0,0,0,0
134,바다 보이는 잘 곳 추천 좀,0,0,1,0,0,0,0,0
135,제주공항 오션뷰 독채펜션 어디가 괜찮니?,0,0,1,0,0,0,0,0
136,우도 모텔 추천 좀,0,0,1,0,0,0,0,0
137,제주 동부 감성 머무를 곳 추천,0,0,1,0,0,0,0,0
138,어 하귀 펜션 어디에 있어?,0,0,1,0,0,0,0,0
139,"알려줄래, 괜찮은 독채펜션?",0,0,1,0,0,0,0,0
140,서귀포 가족끼리 갈만한 풀빌라 알려줄래?,0,0,1,0,0,0,0,0
141,제주 오션뷰 잘 곳 어디가 예뻐?,0,0,1,0,0,0,0,0
142,제주 동부 바다뷰 머무를 곳 어디가 그 좋을까?,0,0,1,0,0,0,0,0
143,우도 오션뷰 펜션 추천 좀,0,0,1,0,0,0,0,0
144,하귀 바다 보이는 호텔,0,0,1,0,0,0,0,0
145,하귀 괜찮은 게스트하우스 어디가 좋아?,0,0,1,0,0,0,0,0
146,애월 분위기 좋은 모텔 어디가 괜찮아?,0,0,1,0,0,0,0,0
147,편안한 독채 어디가 좋을까?,0,0,1,0,0,0,0,0
148,우도 가족끼리 갈만한 모텔 좀 추천해줘.,0,0,1,0,0,0,0,0
149,추천 제주공항 오션뷰 모텔,0,0,1,0,0,0,0,0
150,"편안한 풀빌라 추천해줘, 제주공항.",0,0,1,0,0,0,0,0
151,제주 동부 호텔 추천 좀,0,0,1,0,0,0,0,0
152,제주공항 한달살기 풀빌라 어디가 괜찮니?,0,0,1,0,0,0,0,0
153,제주 서부 오션뷰 독채펜션 좀 추천해줘.,0,0,1,0,0,0,0,0
154,제주 서부 한달살기 펜션 어디가 괜찮아?,0,0,1,0,0,0,0,0
155,"모텔 추천해줘, 하귀 바다뷰.",0,0,1,0,0,0,0,0
156,제주 동부 오션뷰 호텔 어디가 좋아?,0,0,1,0,0,0,0,0
157,하귀 한달살기 독채 어디가 좋아?,0,0,1,0,0,0,0,0
158,제주공항 근처 바다뷰 모텔 좀 추천해줘.,0,0,1,0,0,0,0,0
159,제주 머무를 곳 알려줄래?,0,0,1,0,0,0,0,0
160,성산일출봉 근처 잘 곳 추천,0,0,1,0,0,0,0,0
161,"풀빌라 알려줘, 서귀포 감성.",0,0,1,0,0,0,0,0
162,제주 바다뷰 호텔 어디에 있어?,0,0,1,0,0,0,0,0
163,제주 펜션 어디가 좋을까?,0,0,1,0,0,0,0,0
164,제주공항 바다 보이는 호텔,0,0,1,0,0,0,0,0
165,제주공항 근처 마당 있는 독채 어디가 예뻐? 그,0,0,1,0,0,0,0,0
166,제주공항 근처 가족끼리 갈만한 독채펜션 추천,0,0,1,0,0,0,0,0
167,"괜찮은 독채펜션 추천해줘, 제주공항.",0,0,1,0,0,0,0,0
168,제주 서부 괜찮은 모텔 어디가 좋을까?,0,0,1,0,0,0,0,0
169,"편안한 호텔 추천해줘, 제주.",0,0,1,0,0,0,0,0
170,제주 서부 괜찮은 호텔 어디가 좋을까?,0,0,1,0,0,0,0,0
171,"추천해줘, 제주 바다뷰 풀빌라.",0,0,1,0,0,0,0,0
172,애월 게스트하우스 어디가 좋을까?,0,0,1,0,0,0,0,0
173,제주 동부 오션뷰 펜션,0,0,1,0,0,0,0,0
174,추천 흠 애월 오션뷰 풀빌라,0,0,1,0,0,0,0,0
175,우도 가족끼리 갈만한 모텔 어디가 괜찮아?,0,0,1,0,0,0,0,0
176,제주 동부 한달살기 게스트하우스,0,0,1,0,0,0,0,0
177,애월 오션뷰 호텔 어디가 좋니?,0,0,1,0,0,0,0,0
178,우도 바다뷰 게스트하우스 어디에 있어?,0,0,1,0,0,0,0,0
179,제주 모텔 어디에 있어?,0,0,1,0,0,0,0,0
180,제주 서부 마당 있는 펜션 추천 좀,0,0,1,0,0,0,0,0
181,"풀빌라 추천해줘, 서귀포.",0,0,1,0,0,0,0,0
182,"추천해줘, 제주 편안한 독채펜션.",0,0,1,0,0,0,0,0
183,제주 서부 감성 잘 곳 추천 좀,0,0,1,0,0,0,0,0
184,제주 괜찮은 풀빌라 어디가 예뻐?,0,0,1,0,0,0,0,0
185,제주 서부 감성 풀빌라 어디가 괜찮니?,0,0,1,0,0,0,0,0
186,제주공항 근처 오션뷰 풀빌라 어디가 예뻐?,0,0,1,0,0,0,0,0
187,제주 바다 보이는 풀빌라 추천 좀,0,0,1,0,0,0,0,0
188,편안한 머무를 곳 어디가 좋을까?,0,0,1,0,0,0,0,0
189,성산일출봉 근처 가족끼리 갈만한 호텔 좀 추천해줘.,0,0,1,0,0,0,0,0
190,"바다뷰 게스트하우스 추천해줘, 하귀.",0,0,1,0,0,0,0,0
191,제주공항 오션뷰 머무를 곳 어디가 괜찮니?,0,0,1,0,0,0,0,0
192,성산일출봉 근처 분위기 좋은 독채 어디가 좋아?,0,0,1,0,0,0,0,0
193,편안한 모텔 제주공항,0,0,1,0,0,0,0,0
194,모텔 우도 바다뷰,0,0,1,0,0,0,0,0
195,제주공항 근처 호텔 알려줄래?,0,0,1,0,0,0,0,0
196,제주 동부 한달살기 머무를 곳 추천,0,0,1,0,0,0,0,0
197,제주 동부 마당 있는 풀빌라 알려줄래?,0,0,1,0,0,0,0,0
198,한달살기 모텔 저 제주공항,0,0,1,0,0,0,0,0
199,편안한 잘 곳 어디가 괜찮아?,0,0,1,0,0,0,0,0
200,우도 오션뷰 잘 곳 어디가 괜찮니?,0,0,1,0,0,0,0,0
201,서귀포 마당 있는 풀빌라 어디가 좋을까?,0,0,1,0,0,0,0,0
202,제주 서부 마당 있는 펜션 어디에 있어?,0,0,1,0,0,0,0,0
203,한달살기 독채펜션 애월,0,0,1,0,0,0,0,0
204,제주 동부 감성 모텔 어디가 예뻐?,0,0,1,0,0,0,0,0
205,제주공항 마당 있는 풀빌라 알려줄래?,0,0,1,0,0,0,0,0
206,제주공항 근처 한달살기 모텔,0,0,1,0,0,0,0,0
207,우도 바다 보이는 모텔,0,0,1,0,0,0,0,0
208,제주공항 근처 독채펜션 어디가 좋을까?,0,0,1,0,0,0,0,0
209,오션뷰 게스트하우스 어디가 예뻐?,0,0,1,0,0,0,0,0
210,애월 마당 있는 펜션 어디가 좋아?,0,0,1,0,0,0,0,0
211,제주 서부 한달살기 호텔 좀 추천해줘.,0,0,1,0,0,0,0,0
212,"펜션 알려줄래, 오션뷰?",0,0,1,0,0,0,0,0
213,제주공항 마당 있는 독채펜션 알려줄래?,0,0,1,0,0,0,0,0
214,제주 동부 가족끼리 갈만한 호텔 알려줄래? 그,0,0,1,0,0,0,0,0
215,제주공항 분위기 좋은 머무를 곳 알려줄래?,0,0,1,0,0,0,0,0
216,제주 동부 편안한 펜션 추천 좀,0,0,1,0,0,0,0,0
217,감성 독채 서귀포,0,0,1,0,0,0,0,0
218,하귀 분위기 좋은 어 모텔,0,0,1,0,0,0,0,0
219,하귀 바다뷰 독채 어디가 좋니?,0,0,1,0,0,0,0,0
220,우도 감성 독채 어디가 좋아?,0,0,1,0,0,0,0,0
221,하귀 편안한 독채 어디가 좋니?,0,0,1,0,0,0,0,0
222,서귀포 바다뷰 잘 곳 알려줘.,0,0,1,0,0,0,0,0
223,제주 서부 감성 풀빌라 알려줘.,0,0,1,0,0,0,0,0
224,제주공항 근처 오션뷰 독채 추천,0,0,1,0,0,0,0,0
225,제주 서부 오션뷰 게스트하우스 어디가 예뻐?,0,0,1,0,0,0,0,0
226,하귀 괜찮은 독채펜션 어디가 좋을까?,0,0,1,0,0,0,0,0
227,하귀 분위기 좋은 게스트하우스 어디가 좋니?,0,0,1,0,0,0,0,0
228,제주 감성 펜션 추천 좀,0,0,1,0,0,0,0,0
229,우도 분위기 좋은 모텔 알려줘.,0,0,1,0,0,0,0,0
230,"추천해줘, 하귀 모텔.",0,0,1,0,0,0,0,0
231,제주공항 바다 보이는 모텔 어디가 좋니?,0,0,1,0,0,0,0,0
232,바다 보이는 풀빌라 좀 추천해줘.,0,0,1,0,0,0,0,0
233,제주 바다뷰 독채 어디가 괜찮아?,0,0,1,0,0,0,0,0
234,서귀포 감성 잘 곳 어디가 괜찮니?,0,0,1,0,0,0,0,0
235,"게스트하우스 알려줘, 서귀포 편안한.",0,0,1,0,0,0,0,0
236,독채 좀 추천해줘. 그,0,0,1,0,0,0,0,0
237,애월 마당 있는 잘 곳 어디가 좋을까?,0,0,1,0,0,0,0,0
238,우도 마당 있는 머무를 곳 어디에 있어?,0,0,1,0,0,0,0,0
239,"알려줘, 우도 독채.",0,0,1,0,0,0,0,0
240,괜찮은 풀빌라 어디가 좋아?,0,0,1,0,0,0,0,0
241,제주 동부 가족끼리 갈만한 펜션 어디에 있어?,0,0,1,0,0,0,0,0
242,애월 괜찮은 머무를 곳 어디가 괜찮아? 그,0,0,1,0,0,0,0,0
243,서귀포 펜션 어디가 좋을까?,0,0,1,0,0,0,0,0
244,성산일출봉 근처 마당 있는 독채 어디가 좋을까?,0,0,1,0,0,0,0,0
245,서귀포 감성 펜션 어디가 예뻐?,0,0,1,0,0,0,0,0
246,성산일출봉 근처 감성 모텔 어디가 좋니?,0,0,1,0,0,0,0,0
247,제주 동부 바다 보이는 게스트하우스 어디가 괜찮니?,0,0,1,0,0,0,0,0
248,한달살기 머무를 곳 어디가 괜찮니?,0,0,1,0,0,0,0,0
249,제주 오션뷰 모텔 어디가 예뻐?,0,0,1,0,0,0,0,0
250,제주 서부 감성 독채 추천해줘.,0,0,1,0,0,0,0,0
251,우도 편안한 독채펜션 어디에 있어?,0,0,1,0,0,0,0,0
252,제주 서부 한달살기 머무를 곳 어디가 괜찮니?,0,0,1,0,0,0,0,0
253,제주공항 근처 오션뷰 흠 모텔 어디가 좋아?,0,0,1,0,0,0,0,0
254,애월 한달살기 모텔 좀 추천해줘.,0,0,1,0,0,0,0,0
255,우도 펜션 어디가 좋을까?,0,0,1,0,0,0,0,0
256,제주 동부 분위기 좋은 호텔 추천,0,0,1,0,0,0,0,0
257,풀빌라 어디가 괜찮아?,0,0,1,0,0,0,0,0
258,우도 펜션 어디가 괜찮아?,0,0,1,0,0,0,0,0
259,"오션뷰 독채 알려줄래, 제주공항?",0,0,1,0,0,0,0,0
260,제주 서부 한달살기 독채펜션 추천,0,0,1,0,0,0,0,0
261,제주공항 근처 오션뷰 풀빌라 추천해줘.,0,0,1,0,0,0,0,0
262,제주공항 오션뷰 게스트하우스 어디가 괜찮아?,0,0,1,0,0,0,0,0
263,서귀포 바다뷰 머무를 곳 어디가 좋아?,0,0,1,0,0,0,0,0
264,제주 바다뷰 게스트하우스 어디가 괜찮아?,0,0,1,0,0,0,0,0
265,제주 바다 보이는 잘 곳 어디가 좋아?,0,0,1,0,0,0,0,0
266,"호텔 알려줘, 하귀 바다뷰.",0,0,1,0,0,0,0,0
267,성산일출봉 근처 흠 펜션,0,0,1,0,0,0,0,0
268,애월 오션뷰 머무를 곳 어디가 괜찮아?,0,0,1,0,0,0,0,0
269,제주 동부 오션뷰 모텔 어디가 좋니?,0,0,1,0,0,0,0,0
270,성산일출봉 근처 가족끼리 갈만한 머무를 곳 알려줄래?,0,0,1,0,0,0,0,0
271,제주 서부 오션뷰 잘 곳 어디가 괜찮아?,0,0,1,0,0,0,0,0
272,제주공항 독채 좀 추천해줘.,0,0,1,0,0,0,0,0
273,제주 동부 가족끼리 갈만한 독채 알려줘.,0,0,1,0,0,0,0,0
274,우도 바다 보이는 머무를 곳 어디에 있어?,0,0,1,0,0,0,0,0
275,"알려줄래, 하귀 독채펜션?",0,0,1,0,0,0,0,0
276,제주 동부 편안한 풀빌라 어디가 괜찮니?,0,0,1,0,0,0,0,0
277,우도 편안한 독채펜션 추천 좀,0,0,1,0,0,0,0,0
278,제주 바다뷰 풀빌라 좀 추천해줘.,0,0,1,0,0,0,0,0
279,제주 서부 바다 보이는 머무를 곳 어디가 예뻐?,0,0,1,0,0,0,0,0
280,성산일출봉 근처 편안한 머무를 곳 추천,0,0,1,0,0,0,0,0
281,제주공항 오션뷰 머무를 곳 추천해줘.,0,0,1,0,0,0,0,0
282,제주공항 근처 마당 있는 모텔 추천해줘.,0,0,1,0,0,0,0,0
283,어 성산일출봉 근처 가족끼리 갈만한 호텔 어디가 예뻐?,0,0,1,0,0,0,0,0
284,제주공항 근처 가족끼리 갈만한 펜션,0,0,1,0,0,0,0,0
285,제주 서부 바다뷰 호텔 어디가 예뻐?,0,0,1,0,0,0,0,0
286,성산일출봉 근처 감성 잘 곳 추천 좀,0,0,1,0,0,0,0,0
287,추천 하귀 풀빌라,0,0,1,0,0,0,0,0
288,제주공항 편안한 풀빌라 어디가 좋니?,0,0,1,0,0,0,0,0
289,성산일출봉 근처 오션뷰 풀빌라 어디에 있어?,0,0,1,0,0,0,0,0
290,우도 가족끼리 갈만한 독채 추천 좀,0,0,1,0,0,0,0,0
291,제주공항 근처 마당 있는 머무를 곳 추천 좀,0,0,1,0,0,0,0,0
292,성산일출봉 근처 분위기 좋은 풀빌라 어디에 있어?,0,0,1,0,0,0,0,0
293,추천 우도 한달살기 펜션,0,0,1,0,0,0,0,0
294,제주 서부 감성 독채펜션 좀 추천해줘.,0,0,1,0,0,0,0,0
295,제주 서부 잘 곳 어디가 좋아?,0,0,1,0,0,0,0,0
296,가족끼리 갈만한 독채펜션 알려줘.,0,0,1,0,0,0,0,0
297,서귀포 바다뷰 머무를 곳 추천해줘.,0,0,1,0,0,0,0,0
298,성산일출봉 근처 분위기 좋은 펜션 추천 좀 음,0,0,1,0,0,0,0,0
299,서귀포 괜찮은 머무를 곳 뭐지 어디가 괜찮니?,0,0,1,0,0,0,0,0
300,서귀포 감성 모텔 어디가 괜찮아?,0,0,1,0,0,0,0,0
301,성산일출봉 저 근처 바다뷰 독채펜션 어디가 괜찮아?,0,0,1,0,0,0,0,0
302,하귀 편안한 펜션 어디가 괜찮니?,0,0,1,0,0,0,0,0
303,하귀 감성 모텔 어디가 좋을까?,0,0,1,0,0,0,0,0
304,하귀 분위기 좋은 펜션 어디가 예뻐? 뭐지,0,0,1,0,0,0,0,0
305,오션뷰 펜션 어디가 괜찮니?,0,0,1,0,0,0,0,0
306,제주 동부 한달살기 모텔 어디에 있어?,0,0,1,0,0,0,0,0
307,제주공항 괜찮은 호텔 어디가 예뻐?,0,0,1,0,0,0,0,0
308,독채 추천 한달살기,0,0,1,0,0,0,0,0
309,제주 서부 마당 있는 저 게스트하우스 알려줘.,0,0,1,0,0,0,0,0
310,서귀포 분위기 좋은 독채펜션 어디가 좋아?,0,0,1,0,0,0,0,0
311,제주 동부 분위기 좋은 펜션 어디가 좋을까?,0,0,1,0,0,0,0,0
312,제주공항 잘 곳 어디가 괜찮니?,0,0,1,0,0,0,0,0
313,"게스트하우스 알려줘, 서귀포 바다뷰.",0,0,1,0,0,0,0,0
314,하귀 한달살기 호텔 어디가 괜찮아?,0,0,1,0,0,0,0,0
315,제주 서부 바다 보이는 독채펜션,0,0,1,0,0,0,0,0
316,제주 마당 있는 풀빌라 알려줄래?,0,0,1,0,0,0,0,0
317,애월 한달살기 독채펜션 어디가 예뻐?,0,0,1,0,0,0,0,0
318,제주 동부 괜찮은 호텔 알려줘.,0,0,1,0,0,0,0,0
319,애월 분위기 좋은 독채 어디가 괜찮니?,0,0,1,0,0,0,0,0
320,제주 동부 바다 보이는 게스트하우스 어디가 좋아?,0,0,1,0,0,0,0,0
321,성산일출봉 근처 한달살기 독채펜션,0,0,1,0,0,0,0,0
322,제주공항 근처 괜찮은 펜션 좀 추천해줘.,0,0,1,0,0,0,0,0
323,제주공항 호텔 어디가 예뻐?,0,0,1,0,0,0,0,0
324,"한달살기 게스트하우스 추천해줘, 우도.",0,0,1,0,0,0,0,0
325,제주 가족끼리 갈만한 독채펜션 추천,0,0,1,0,0,0,0,0
326,제주공항 마당 있는 독채펜션 좀 추천해줘.,0,0,1,0,0,0,0,0
327,제주 마당 있는 머무를 곳 추천 좀,0,0,1,0,0,0,0,0
328,우도 가족끼리 갈만한 독채펜션 알려줘.,0,0,1,0,0,0,0,0
329,성산일출봉 근처 오션뷰 게스트하우스 어디가 괜찮아?,0,0,1,0,0,0,0,0
330,제주 마당 있는 게스트하우스 어디가 예뻐?,0,0,1,0,0,0,0,0
331,제주 동부 한달살기 풀빌라 알려줘.,0,0,1,0,0,0,0,0
332,제주 동부 오션뷰 머무를 곳 어디가 괜찮아?,0,0,1,0,0,0,0,0
